Feature,TP,FP,TN,FN,p value
RNU6-904P,1,4,26,7,1.0
AC010880.1,8,5,25,0,2.631713907055961e-05
REPS2,6,9,21,2,0.03907735259477998
RHOT1,4,1,29,4,0.004295316988815445
OSBPL1A,3,7,23,5,0.4112138249759355
SLITRK2,0,7,23,8,0.30743338328477654
FTLP10,3,3,27,5,0.0940050661412895
AC093802.1,4,3,27,4,0.02451677683875827
FAM86GP,2,3,27,6,0.27930717094803864
FAM84A,2,4,26,6,0.5870410235735337
KY,2,4,26,6,0.5870410235735337
GABRG2,3,17,13,5,0.4381390187841807
FLVCR2,3,4,26,5,0.14612128311818728
HIVEP1,3,13,17,5,1.0
GPHN,4,12,18,4,0.6984460741576514
SMOC1,3,16,14,5,0.6927954347309196
AC103925.1,2,3,27,6,0.27930717094803864
ASPM,3,6,24,5,0.3630773851486934
AC092681.2,2,4,26,6,0.5870410235735337
LINC02347,1,4,26,7,1.0
EMX1,1,4,26,7,1.0
AL031316.1,6,8,22,2,0.03373317390095586
TCTN3,4,2,28,4,0.011648575116067416
AC243772.3,3,4,26,5,0.14612128311818728
AC011306.1,6,15,15,2,0.2574832897413544
ST3GAL2,4,4,26,4,0.04413040688382748
AC079098.1,0,15,15,8,0.013184211875912673
RBM41,5,3,27,3,0.004903146793689084
GATA3,2,3,27,6,0.27930717094803864
AL356157.1,1,4,26,7,1.0
KIF1B,6,8,22,2,0.03373317390095586
ZFAND3,2,12,18,6,0.6836328988531146
FER1L5,5,7,23,3,0.0806253672028167
AC092447.5,2,3,27,6,0.27930717094803864
PABPC1P8,1,4,26,7,1.0
LZTS1,4,3,27,4,0.02451677683875827
PTGER3,4,15,15,4,1.0
PHYHIPL,2,4,26,6,0.5870410235735337
CMSS1,6,8,22,2,0.03373317390095586
GUCY1A1,2,6,24,6,1.0
POLR3A,2,4,26,6,0.5870410235735337
POGLUT1,0,5,25,8,0.5632164672412358
AUTS2,8,18,12,0,0.038517944689921244
YARS,1,5,25,7,1.0
ADGRA1-AS1,2,4,26,6,0.5870410235735337
PPFIA2-AS1,2,4,26,6,0.5870410235735337
CEACAM22P,4,3,27,4,0.02451677683875827
ERCC6,3,8,22,5,0.6670881907574223
AC022509.3,1,4,26,7,1.0
PPP2R2A,4,5,25,4,0.07132797387965682
SERINC5,4,6,24,4,0.1700531324020792
TIMP3,3,3,27,5,0.0940050661412895
TUBA1C,3,7,23,5,0.4112138249759355
HIST1H2BJ,2,3,27,6,0.27930717094803864
SMOC2,4,11,19,4,0.6869283894900606
GATB,5,5,25,3,0.01857407237912584
ACSM2B,0,12,18,8,0.038517944689921244
AC233266.2,2,6,24,6,1.0
HS6ST3,8,24,6,0,0.3090878663634093
FAT4,2,9,21,6,1.0
CACNA1D,4,12,18,4,0.6984460741576514
ST7-AS2,4,5,25,4,0.07132797387965682
AGTPBP1,3,4,26,5,0.14612128311818728
SLC19A2,2,3,27,6,0.27930717094803864
NXF5,1,5,25,7,1.0
MFSD2A,5,2,28,3,0.001997423824049215
MTND5P3,3,5,25,5,0.3269989799501434
LRRC37A17P,3,6,24,5,0.3630773851486934
LRRC37B,3,2,28,5,0.052826820628678335
TAGAP,4,3,27,4,0.02451677683875827
GALNTL6,8,25,5,0,0.5632164672412356
MED15P7,2,3,27,6,0.27930717094803864
AKR1C1,3,9,21,5,0.6892823113735946
PTPN2,4,9,21,4,0.40681168534958634
TSPAN12,3,9,21,5,0.6892823113735946
CCDC88C,6,3,27,2,0.0007189057174076666
ANKDD1B,3,2,28,5,0.052826820628678335
CKMT2-AS1,6,6,24,2,0.006571861984825153
F13B,5,1,29,3,0.0006186879251894765
MRPS6,3,7,23,5,0.4112138249759355
GTF2IRD2P1,4,9,21,4,0.40681168534958634
AL591686.2,3,6,24,5,0.3630773851486934
CDKAL1,4,20,10,4,0.43317561044516145
ELOVL7,2,4,26,6,0.5870410235735337
AC011478.1,0,5,25,8,0.5632164672412358
SULT6B1,3,2,28,5,0.052826820628678335
STON1,3,4,26,5,0.14612128311818728
PIF1,0,5,25,8,0.5632164672412358
AC091489.1,8,12,18,0,0.0034706724010628957
MKLN1,8,13,17,0,0.004658154063926565
PTK2B,4,11,19,4,0.6869283894900606
AC140847.1,4,3,27,4,0.02451677683875827
METTL25,4,8,22,4,0.2319489168585348
AC090358.1,3,8,22,5,0.6670881907574223
MIR3142HG,2,3,27,6,0.27930717094803864
MYLK4,4,3,27,4,0.02451677683875827
ANKRD40,3,3,27,5,0.0940050661412895
CCAR1,4,1,29,4,0.004295316988815445
OR5H7P,2,3,27,6,0.27930717094803864
AC099066.2,2,8,22,6,1.0
EPB41L4A,4,13,17,4,1.0
AC015771.1,0,5,25,8,0.5632164672412358
SYMPK,3,2,28,5,0.052826820628678335
AC130456.2,3,4,26,5,0.14612128311818728
AC096564.1,2,6,24,6,1.0
AC022523.2,3,2,28,5,0.052826820628678335
DAZAP2,2,3,27,6,0.27930717094803864
LINC02133,4,15,15,4,1.0
C1QTNF7,3,4,26,5,0.14612128311818728
LINC02196,4,18,12,4,0.698446074157651
SALL1,3,2,28,5,0.052826820628678335
AC012173.1,1,5,25,7,1.0
UGT2A1,3,2,28,5,0.052826820628678335
ALDH3B2,0,5,25,8,0.5632164672412358
ZNRD1ASP,4,7,23,4,0.19495871583158175
AC010967.1,4,13,17,4,1.0
MIR106B,3,3,27,5,0.0940050661412895
AC134698.4,0,5,25,8,0.5632164672412358
ACTN2,2,7,23,6,1.0
CORO1C,3,4,26,5,0.14612128311818728
PARPBP,6,1,29,2,6.719356564557807e-05
TLN2,6,14,16,2,0.23840849647301274
AC005324.4,5,3,27,3,0.004903146793689084
AC022880.2,2,5,25,6,0.6236050996112921
RRM2P4,0,7,23,8,0.30743338328477654
WASL,4,8,22,4,0.2319489168585348
ENAM,3,4,26,5,0.14612128311818728
AC080079.1,3,2,28,5,0.052826820628678335
PPARGC1A,4,13,17,4,1.0
TIMM21,3,2,28,5,0.052826820628678335
UTP4,4,9,21,4,0.40681168534958634
LMBRD1,3,8,22,5,0.6670881907574223
LINC02077,1,4,26,7,1.0
KLHL29,8,8,22,0,0.0002631713907055973
MX1,4,2,28,4,0.011648575116067416
DUXA,4,2,28,4,0.011648575116067416
GALNT18,6,15,15,2,0.2574832897413544
CR2,2,3,27,6,0.27930717094803864
LEPROTL1,4,2,28,4,0.011648575116067416
AL358335.3,1,5,25,7,1.0
BEST3,2,5,25,6,0.6236050996112921
PCLAF,4,2,28,4,0.011648575116067416
GRIK4,6,12,18,2,0.11714353649837526
AC099520.2,1,7,23,7,0.6600304125521346
TSEN15,2,4,26,6,0.5870410235735337
F8,4,8,22,4,0.2319489168585348
ITK,4,8,22,4,0.2319489168585348
SBK2,2,4,26,6,0.5870410235735337
EDA2R,2,4,26,6,0.5870410235735337
PMF1,5,2,28,3,0.001997423824049215
AC098483.1,1,8,22,7,0.6503169957679114
GM2AP2,3,2,28,5,0.052826820628678335
EEF1E1-BLOC1S5,3,4,26,5,0.14612128311818728
FUNDC2P2,1,5,25,7,1.0
PLEKHA2,2,8,22,6,1.0
IKZF3,2,9,21,6,1.0
MATN2,4,8,22,4,0.2319489168585348
DHRS9,3,3,27,5,0.0940050661412895
ME1,4,14,16,4,1.0
GTF2IP14,4,3,27,4,0.02451677683875827
TRAPPC11,2,5,25,6,0.6236050996112921
AC104958.2,2,3,27,6,0.27930717094803864
AC006262.3,1,5,25,7,1.0
AIF1L,3,2,28,5,0.052826820628678335
ZCWPW2,4,10,20,4,0.43317561044516156
AC074327.1,6,18,12,2,0.6836328988531148
DUSP9,3,5,25,5,0.3269989799501434
MTMR8,5,8,22,3,0.0940763493944359
ALPK2,4,8,22,4,0.2319489168585348
LINC01170,1,6,24,7,1.0
IGHV3-25,2,3,27,6,0.27930717094803864
ZDHHC7,2,3,27,6,0.27930717094803864
DBN1,3,2,28,5,0.052826820628678335
FUT10,4,1,29,4,0.004295316988815445
USP40,5,5,25,3,0.01857407237912584
LINC01103,4,3,27,4,0.02451677683875827
TMEM179,4,8,22,4,0.2319489168585348
FMO3,2,4,26,6,0.5870410235735337
AC000068.1,4,2,28,4,0.011648575116067416
MARCH5,3,3,27,5,0.0940050661412895
GIPC1,3,2,28,5,0.052826820628678335
AL122035.1,2,3,27,6,0.27930717094803864
CASS4,4,2,28,4,0.011648575116067416
TNIP1,3,5,25,5,0.3269989799501434
LINC00265,4,5,25,4,0.07132797387965682
CORIN,8,10,20,0,0.0008947827283990269
OR2A1-AS1,5,8,22,3,0.0940763493944359
ZGPAT,3,2,28,5,0.052826820628678335
DHX40,2,4,26,6,0.5870410235735337
AL133217.1,7,18,12,1,0.22186068021481983
PACRG-AS2,6,0,30,2,1.0142425003106176e-05
AC104241.1,3,2,28,5,0.052826820628678335
ZNF540,2,10,20,6,1.0
CP,3,2,28,5,0.052826820628678335
DENND3,5,1,29,3,0.0006186879251894765
AL391807.1,3,2,28,5,0.052826820628678335
LHX4,2,6,24,6,1.0
AC079793.1,2,4,26,6,0.5870410235735337
ASXL2,4,5,25,4,0.07132797387965682
RIMS1,6,23,7,2,1.0
ARF4,3,2,28,5,0.052826820628678335
IGKV1OR10-1,1,4,26,7,1.0
TBC1D8B,4,6,24,4,0.1700531324020792
RAB11FIP3,3,3,27,5,0.0940050661412895
GPR160,2,7,23,6,1.0
ERVE-1,4,1,29,4,0.004295316988815445
LINC02083,0,5,25,8,0.5632164672412358
FAM168A,2,10,20,6,1.0
UTS2B,4,5,25,4,0.07132797387965682
LARS,6,5,25,2,0.0035015290932598536
AC113607.1,3,2,28,5,0.052826820628678335
SMAGP,2,3,27,6,0.27930717094803864
AC137579.2,0,7,23,8,0.30743338328477654
FBN3,3,5,25,5,0.3269989799501434
ZNF385A,3,4,26,5,0.14612128311818728
DYNC1I1,4,14,16,4,1.0
VPS37A,4,2,28,4,0.011648575116067416
PHKG1,1,6,24,7,1.0
AP002856.2,5,2,28,3,0.001997423824049215
RBFOX3,8,18,12,0,0.038517944689921244
TSPAN8,4,10,20,4,0.43317561044516156
FAM222A,4,7,23,4,0.19495871583158175
AC019068.1,6,9,21,2,0.03907735259477998
FGD3,4,3,27,4,0.02451677683875827
CSNK1G3,4,5,25,4,0.07132797387965682
AL360175.1,3,2,28,5,0.052826820628678335
DNAH8,6,9,21,2,0.03907735259477998
ARHGEF26-AS1,3,2,28,5,0.052826820628678335
TTBK2,4,6,24,4,0.1700531324020792
NDUFS2,2,4,26,6,0.5870410235735337
SLC1A6,3,11,19,5,1.0
AC012184.1,2,3,27,6,0.27930717094803864
AC105999.1,2,3,27,6,0.27930717094803864
CDH10,8,16,14,0,0.016784936339515437
AC021218.1,4,1,29,4,0.004295316988815445
QSOX2,2,5,25,6,0.6236050996112921
AC004522.2,2,4,26,6,0.5870410235735337
RPL39L,2,3,27,6,0.27930717094803864
CCDC73,4,8,22,4,0.2319489168585348
AL133406.1,2,3,27,6,0.27930717094803864
ECH1,4,1,29,4,0.004295316988815445
AL121988.1,3,2,28,5,0.052826820628678335
AF130359.1,1,4,26,7,1.0
WDHD1,3,6,24,5,0.3630773851486934
LINC01791,3,9,21,5,0.6892823113735946
MSC,4,1,29,4,0.004295316988815445
Z85995.1,0,5,25,8,0.5632164672412358
ANKEF1,1,4,26,7,1.0
LINC01630,4,14,16,4,1.0
CDC42BPA,6,13,17,2,0.23198858682729717
ZDHHC2,2,3,27,6,0.27930717094803864
AL117382.1,2,3,27,6,0.27930717094803864
LINC00574,2,4,26,6,0.5870410235735337
C6orf201,3,2,28,5,0.052826820628678335
AC013509.1,4,1,29,4,0.004295316988815445
XPNPEP1,1,4,26,7,1.0
PMVK,4,2,28,4,0.011648575116067416
UGT2B4,2,8,22,6,1.0
GTF2A1L,3,6,24,5,0.3630773851486934
SNTB1,4,10,20,4,0.43317561044516156
ZNF846,2,5,25,6,0.6236050996112921
C3orf58,3,4,26,5,0.14612128311818728
UNC93A,2,5,25,6,0.6236050996112921
TNFRSF8,2,5,25,6,0.6236050996112921
EDEM2,3,7,23,5,0.4112138249759355
AC023794.1,4,4,26,4,0.04413040688382748
AC090193.2,1,4,26,7,1.0
PCF11,2,8,22,6,1.0
FAM196A,6,1,29,2,6.719356564557807e-05
NRSN2-AS1,2,4,26,6,0.5870410235735337
PKIA-AS1,6,12,18,2,0.11714353649837526
GTPBP2,3,2,28,5,0.052826820628678335
SRP14-AS1,2,3,27,6,0.27930717094803864
RBM47,4,8,22,4,0.2319489168585348
SNRPGP19,1,4,26,7,1.0
AC005550.2,3,2,28,5,0.052826820628678335
BCRP7,6,0,30,2,1.0142425003106176e-05
AC004160.1,8,18,12,0,0.038517944689921244
KCNG2,4,3,27,4,0.02451677683875827
DNAJC9,3,2,28,5,0.052826820628678335
RARRES2P5,2,5,25,6,0.6236050996112921
AC022384.1,3,2,28,5,0.052826820628678335
AC018437.2,3,8,22,5,0.6670881907574223
COL18A1-AS2,3,2,28,5,0.052826820628678335
FAM178B,6,10,20,2,0.049774932227743665
PFDN2,1,5,25,7,1.0
JMJD1C,5,11,19,3,0.24312357898695747
ITPR2,6,10,20,2,0.049774932227743665
PDYN-AS1,6,7,23,2,0.011430410736313054
ACSBG2,2,7,23,6,1.0
MIR25,3,3,27,5,0.0940050661412895
ACOT6,1,5,25,7,1.0
GALNTL5,6,2,28,2,0.000253990042265285
AC073610.3,4,1,29,4,0.004295316988815445
CLEC16A,6,11,19,2,0.10657578399513885
AC092546.1,4,5,25,4,0.07132797387965682
MGMT,8,12,18,0,0.0034706724010628957
CASC9,1,8,22,7,0.6503169957679114
USP15,3,10,20,5,1.0
AC025524.2,2,10,20,6,1.0
GNG4,4,10,20,4,0.43317561044516156
SPDYE4,3,2,28,5,0.052826820628678335
SNX8,3,6,24,5,0.3630773851486934
TMEM52B,3,4,26,5,0.14612128311818728
MTND2P28,0,6,24,8,0.3090878663634098
PTPRK,4,17,13,4,1.0
PCDHGA5,5,9,21,3,0.11659122420133158
SERGEF,3,8,22,5,0.6670881907574223
ANKRD2,2,3,27,6,0.27930717094803864
SLCO4C1,4,6,24,4,0.1700531324020792
MAP3K21,4,4,26,4,0.04413040688382748
VWC2L,2,12,18,6,0.6836328988531146
HMGB3P7,3,2,28,5,0.052826820628678335
PRSS3,4,2,28,4,0.011648575116067416
PGLYRP3,4,3,27,4,0.02451677683875827
AL356056.2,6,4,26,2,0.0016928238989559292
TECPR2,2,3,27,6,0.27930717094803864
SEC14L1,3,8,22,5,0.6670881907574223
TTK,4,7,23,4,0.19495871583158175
LINC01322,8,26,4,0,0.5599810336652447
GRXCR1,5,7,23,3,0.0806253672028167
MTND1P3,3,3,27,5,0.0940050661412895
OSMR,2,5,25,6,0.6236050996112921
OTOF,6,3,27,2,0.0007189057174076666
ACSM5,2,4,26,6,0.5870410235735337
AKAP17BP,2,5,25,6,0.6236050996112921
AC011990.1,2,7,23,6,1.0
AL158835.2,1,7,23,7,0.6600304125521346
SLC4A5,3,4,26,5,0.14612128311818728
LINC02074,4,4,26,4,0.04413040688382748
AC036222.1,1,4,26,7,1.0
SLC35E4,3,2,28,5,0.052826820628678335
AL356270.1,5,3,27,3,0.004903146793689084
NRK,5,14,16,3,0.6927954347309196
ACSM4,2,6,24,6,1.0
RF00561,4,6,24,4,0.1700531324020792
SELENOT,4,3,27,4,0.02451677683875827
LINC02386,3,4,26,5,0.14612128311818728
OAS2,2,4,26,6,0.5870410235735337
TSNARE1,7,8,22,1,0.003158056688467159
ALDH2,1,5,25,7,1.0
RLIM,2,7,23,6,1.0
KIRREL1,3,8,22,5,0.6670881907574223
AC018730.2,6,9,21,2,0.03907735259477998
MIR4298,2,3,27,6,0.27930717094803864
AC009435.1,8,13,17,0,0.004658154063926565
AL359924.1,5,9,21,3,0.11659122420133158
SH3RF3,7,12,18,1,0.042244590631687534
AC013640.1,1,4,26,7,1.0
B3GAT2,4,4,26,4,0.04413040688382748
SOS1,5,1,29,3,0.0006186879251894765
WBP2P1,0,5,25,8,0.5632164672412358
AC007238.1,0,7,23,8,0.30743338328477654
SLC5A8,1,14,16,7,0.1142735165006215
AC004987.3,0,5,25,8,0.5632164672412358
SSX1,1,6,24,7,1.0
CDH3,5,3,27,3,0.004903146793689084
AC090993.1,4,17,13,4,1.0
IGKV2-23,5,2,28,3,0.001997423824049215
ANKRD36BP2,1,4,26,7,1.0
AL122008.4,3,2,28,5,0.052826820628678335
SPATA13,4,10,20,4,0.43317561044516156
CYBB,2,5,25,6,0.6236050996112921
SLC16A9,1,5,25,7,1.0
AL606468.1,3,4,26,5,0.14612128311818728
AC093829.1,2,5,25,6,0.6236050996112921
RF00416,3,2,28,5,0.052826820628678335
GOLGA6L2,2,4,26,6,0.5870410235735337
SCRT2,2,3,27,6,0.27930717094803864
PAPD4,3,6,24,5,0.3630773851486934
EVA1C,4,2,28,4,0.011648575116067416
INTS6L,3,3,27,5,0.0940050661412895
SHROOM3,4,15,15,4,1.0
CHL1,4,11,19,4,0.6869283894900606
RABEPK,3,3,27,5,0.0940050661412895
KNL1,4,1,29,4,0.004295316988815445
BTAF1,4,6,24,4,0.1700531324020792
LINC01255,2,3,27,6,0.27930717094803864
AC108734.3,2,3,27,6,0.27930717094803864
BPNT1,4,5,25,4,0.07132797387965682
LINC01324,7,21,9,1,0.6533315044250843
AC023128.1,0,6,24,8,0.3090878663634098
VCAN,7,7,23,1,0.0017457035583471293
AC018462.1,1,4,26,7,1.0
LPIN1,6,3,27,2,0.0007189057174076666
LINC02548,4,6,24,4,0.1700531324020792
LINC01331,2,3,27,6,0.27930717094803864
GAP43,8,10,20,0,0.0008947827283990269
GNAI3,2,5,25,6,0.6236050996112921
CNN2P10,0,8,22,8,0.163813577975168
HAGLR,4,2,28,4,0.011648575116067416
PTPRS,4,9,21,4,0.40681168534958634
LMCD1,3,2,28,5,0.052826820628678335
AL008729.1,2,3,27,6,0.27930717094803864
FKTN,4,3,27,4,0.02451677683875827
SNAP91,3,16,14,5,0.6927954347309196
FAM72A,4,1,29,4,0.004295316988815445
SORBS2,4,9,21,4,0.40681168534958634
FNDC3B,4,8,22,4,0.2319489168585348
GRIN2A,8,15,15,0,0.013184211875912673
SPRR2F,3,4,26,5,0.14612128311818728
NCOA6,5,6,24,3,0.031134525117347517
CR391992.1,3,4,26,5,0.14612128311818728
ZC3H8,4,2,28,4,0.011648575116067416
PHACTR4,6,7,23,2,0.011430410736313054
TVP23C-CDRT4,3,2,28,5,0.052826820628678335
LINC00502,2,4,26,6,0.5870410235735337
MARCH3,4,8,22,4,0.2319489168585348
LINC01456,6,8,22,2,0.03373317390095586
PRKAG2,8,10,20,0,0.0008947827283990269
ITGAD,3,5,25,5,0.3269989799501434
LIPC,5,5,25,3,0.01857407237912584
CLIC5,5,7,23,3,0.0806253672028167
WDR90,2,3,27,6,0.27930717094803864
DNASE1,4,5,25,4,0.07132797387965682
PSPC1P1,4,6,24,4,0.1700531324020792
SLC30A4,2,3,27,6,0.27930717094803864
NFIC,4,2,28,4,0.011648575116067416
PSPC1,5,5,25,3,0.01857407237912584
RN7SKP249,3,4,26,5,0.14612128311818728
ARHGAP29,5,8,22,3,0.0940763493944359
AC093620.1,5,0,30,3,0.00011156667503416735
CNTN4-AS2,1,5,25,7,1.0
FUT8,7,15,15,1,0.10557266544483201
STARD7,3,2,28,5,0.052826820628678335
RAP1GDS1,5,10,20,3,0.2230247075198644
BHMG1,4,4,26,4,0.04413040688382748
EIF2S1,3,3,27,5,0.0940050661412895
AL663023.1,6,3,27,2,0.0007189057174076666
ZNF98,6,15,15,2,0.2574832897413544
AC008957.1,2,4,26,6,0.5870410235735337
DIRC2,3,5,25,5,0.3269989799501434
RPTOR,8,16,14,0,0.016784936339515437
HNRNPA3,3,2,28,5,0.052826820628678335
AC105362.1,3,4,26,5,0.14612128311818728
FAM20C,4,2,28,4,0.011648575116067416
GLRB,4,6,24,4,0.1700531324020792
CAMK2A,2,6,24,6,1.0
BTBD8,5,3,27,3,0.004903146793689084
PPM1B,2,6,24,6,1.0
AKR1D1P1,4,2,28,4,0.011648575116067416
LGALS8,3,2,28,5,0.052826820628678335
ZSCAN16-AS1,1,4,26,7,1.0
AARSD1,3,2,28,5,0.052826820628678335
BASP1,6,10,20,2,0.049774932227743665
GNA14,4,5,25,4,0.07132797387965682
AC027613.1,2,3,27,6,0.27930717094803864
RF00191,0,5,25,8,0.5632164672412358
BTG4,2,4,26,6,0.5870410235735337
AC010998.1,1,5,25,7,1.0
SLX1B-SULT1A4,3,2,28,5,0.052826820628678335
SLC5A1,1,10,20,7,0.39470580137712985
WASH3P,2,3,27,6,0.27930717094803864
MCMDC2,2,6,24,6,1.0
TMEM254-AS1,0,5,25,8,0.5632164672412358
AC091987.1,6,25,5,2,0.6236050996112918
LINC02004,2,4,26,6,0.5870410235735337
INTS8,3,3,27,5,0.0940050661412895
FANCC,4,5,25,4,0.07132797387965682
AC110296.1,3,2,28,5,0.052826820628678335
TSIX,1,5,25,7,1.0
ADGRF4,1,5,25,7,1.0
AC108002.1,3,6,24,5,0.3630773851486934
IGSF9B,4,4,26,4,0.04413040688382748
STX19,2,4,26,6,0.5870410235735337
LINC01748,3,2,28,5,0.052826820628678335
MTND4P1,2,5,25,6,0.6236050996112921
METTL21EP,2,4,26,6,0.5870410235735337
PRDM14,3,4,26,5,0.14612128311818728
AC099499.1,4,12,18,4,0.6984460741576514
ZNF354B,2,3,27,6,0.27930717094803864
RPS8P3,3,2,28,5,0.052826820628678335
ADGRE2,2,6,24,6,1.0
MRNIP,3,2,28,5,0.052826820628678335
CHD3,3,3,27,5,0.0940050661412895
KCNQ1,5,14,16,3,0.6927954347309196
AC034232.1,2,4,26,6,0.5870410235735337
AL389889.1,2,8,22,6,1.0
ANKUB1,6,6,24,2,0.006571861984825153
IL1RAP,3,3,27,5,0.0940050661412895
GCNT7,1,9,21,7,0.6533315044250843
TBC1D30,6,2,28,2,0.000253990042265285
LPP,8,20,10,0,0.08212996323452751
AP003352.1,2,3,27,6,0.27930717094803864
AC068987.4,2,4,26,6,0.5870410235735337
BCAS4,2,10,20,6,1.0
SPATA19,4,2,28,4,0.011648575116067416
NWD1,1,12,18,7,0.2218606802148198
TAF7L,1,4,26,7,1.0
MSLNL,2,4,26,6,0.5870410235735337
ETFA,3,2,28,5,0.052826820628678335
IL17B,5,3,27,3,0.004903146793689084
ATE1,2,9,21,6,1.0
ZNF417,3,2,28,5,0.052826820628678335
RTL3,1,8,22,7,0.6503169957679114
BRINP3,8,23,7,0,0.3074333832847769
DENND5B,4,9,21,4,0.40681168534958634
AC004835.1,1,7,23,7,0.6600304125521346
TLR9,0,6,24,8,0.3090878663634098
PTPN1,5,5,25,3,0.01857407237912584
LINC02056,5,2,28,3,0.001997423824049215
MLXIP,4,5,25,4,0.07132797387965682
AC226119.1,3,3,27,5,0.0940050661412895
TXNDC11,5,1,29,3,0.0006186879251894765
ZDHHC20,4,2,28,4,0.011648575116067416
AC025884.3,2,3,27,6,0.27930717094803864
MANEA,5,4,26,3,0.010133448139040891
AC087521.1,2,6,24,6,1.0
DBF4B,1,7,23,7,0.6600304125521346
LINC02197,4,13,17,4,1.0
NKAIN1,4,4,26,4,0.04413040688382748
DNHD1,3,7,23,5,0.4112138249759355
RTCA,2,6,24,6,1.0
AC113347.2,2,4,26,6,0.5870410235735337
AC002383.1,2,7,23,6,1.0
MANBA,3,5,25,5,0.3269989799501434
TNFRSF1B,4,2,28,4,0.011648575116067416
AC026371.1,5,1,29,3,0.0006186879251894765
PDZRN3,7,14,16,1,0.0534311128538633
LYRM4,3,8,22,5,0.6670881907574223
GPR63,4,3,27,4,0.02451677683875827
AL117339.4,2,3,27,6,0.27930717094803864
CLRN1,5,1,29,3,0.0006186879251894765
CATIP,3,2,28,5,0.052826820628678335
PCGF6,4,1,29,4,0.004295316988815445
PLEKHG5,4,2,28,4,0.011648575116067416
STT3B,3,4,26,5,0.14612128311818728
CCDC3,6,6,24,2,0.006571861984825153
ABCC4,8,5,25,0,2.631713907055961e-05
USP30,3,2,28,5,0.052826820628678335
MDFIC2,4,4,26,4,0.04413040688382748
AC084768.1,5,4,26,3,0.010133448139040891
LNX1-AS1,2,7,23,6,1.0
UTP23,2,5,25,6,0.6236050996112921
FOXJ3,4,4,26,4,0.04413040688382748
EFHD2,3,3,27,5,0.0940050661412895
CNTRL,4,11,19,4,0.6869283894900606
MND1,3,5,25,5,0.3269989799501434
PCGEM1,2,4,26,6,0.5870410235735337
KLRC4-KLRK1,3,5,25,5,0.3269989799501434
LINC02451,3,3,27,5,0.0940050661412895
TTC7B,4,7,23,4,0.19495871583158175
MYO7B,4,4,26,4,0.04413040688382748
ICAM2,3,2,28,5,0.052826820628678335
DNAH12,5,9,21,3,0.11659122420133158
TRGC1,1,5,25,7,1.0
PDE2A,4,5,25,4,0.07132797387965682
PACSIN2,4,6,24,4,0.1700531324020792
AC010235.1,4,8,22,4,0.2319489168585348
TMEM187,5,1,29,3,0.0006186879251894765
PIK3CA,3,14,16,5,0.7087263216295476
KIF1C,3,2,28,5,0.052826820628678335
AC092474.2,2,4,26,6,0.5870410235735337
SLC6A4,2,5,25,6,0.6236050996112921
ARMC8,4,7,23,4,0.19495871583158175
LINC02517,2,3,27,6,0.27930717094803864
NUBP1,1,4,26,7,1.0
TSPAN3,3,3,27,5,0.0940050661412895
LINC01695,3,6,24,5,0.3630773851486934
GOLT1A,0,5,25,8,0.5632164672412358
KLF12,5,13,17,3,0.43813901878418016
PLAA,4,4,26,4,0.04413040688382748
SRGAP1,8,10,20,0,0.0008947827283990269
ATF1,5,6,24,3,0.031134525117347517
MAP7D3,3,4,26,5,0.14612128311818728
TSNAX,3,7,23,5,0.4112138249759355
NETO2,3,5,25,5,0.3269989799501434
SIGLEC1,3,2,28,5,0.052826820628678335
ZDHHC14,4,8,22,4,0.2319489168585348
HPSE2,7,24,6,1,1.0
AC092364.1,1,4,26,7,1.0
TOR3A,3,6,24,5,0.3630773851486934
DPY19L2P3,5,5,25,3,0.01857407237912584
LRRC9,3,8,22,5,0.6670881907574223
RNF32,2,4,26,6,0.5870410235735337
MRPL33,4,11,19,4,0.6869283894900606
MICAL3,4,4,26,4,0.04413040688382748
RPL3P8,1,4,26,7,1.0
ACTL8,0,8,22,8,0.163813577975168
HSD17B2,6,6,24,2,0.006571861984825153
AC138150.1,5,0,30,3,0.00011156667503416735
NTSR1,2,4,26,6,0.5870410235735337
CYP8B1,3,2,28,5,0.052826820628678335
AC046195.2,3,12,18,5,1.0
TMEM191A,5,0,30,3,0.00011156667503416735
AC093523.1,4,2,28,4,0.011648575116067416
MSTO1,4,8,22,4,0.2319489168585348
UPF3B,5,2,28,3,0.001997423824049215
ZNF487,4,3,27,4,0.02451677683875827
FIGNL2,4,4,26,4,0.04413040688382748
ABLIM2,4,13,17,4,1.0
HSPA4L,2,3,27,6,0.27930717094803864
ABHD17AP6,1,6,24,7,1.0
COPB1,3,6,24,5,0.3630773851486934
PFAS,4,2,28,4,0.011648575116067416
GRM1,4,25,5,4,0.07132797387965682
AP000802.1,0,6,24,8,0.3090878663634098
RPS3AP35,3,3,27,5,0.0940050661412895
AC092966.1,2,5,25,6,0.6236050996112921
RBM33,4,4,26,4,0.04413040688382748
LIMK1,1,4,26,7,1.0
PCDHGA11,3,6,24,5,0.3630773851486934
SUPT3H,4,19,11,4,0.6869283894900602
SV2A,2,5,25,6,0.6236050996112921
CPD,3,2,28,5,0.052826820628678335
AC136759.1,8,26,4,0,0.5599810336652447
RALGAPA2,4,7,23,4,0.19495871583158175
AL136537.2,3,10,20,5,1.0
DAG1,2,5,25,6,0.6236050996112921
ADGRL3-AS1,4,9,21,4,0.40681168534958634
ATP7A,8,9,21,0,0.0004971015157772382
AC006210.2,1,4,26,7,1.0
